10000041,9167 Rosemary Road,Fort Smith,Arkansas,35.385924200000005,-94.3985475
10000042,5217 Corn Speedwell Way,East Providence,Rhode Island,41.813711600000005,-71.37005450000001
10000043,8628 Duscle Avenue,Urbandale,Iowa,41.6266555,-93.7121656
10000044,4342 Corn Sow Thistle Lane,Mount Vernon,New York,40.9125992,-73.8370786
10000045,2001 Colwort Street,Lakewood,Colorado,39.7047095,-105.08137340000002
10000046,248 Rambler Rose Road,Henderson,Nevada,36.0395247,-114.9817213
10000047,8783 Bay Laurel Way,Covina,California,34.0900091,-117.8903397
10000048,8346 Green Thistle Avenue,Stamford,Connecticut,41.0534302,-73.53873409999999
10000049,9865 Cabinet Cherry Lane,Bloomington,Indiana,39.165325,-86.5263857
10000050,7527 Pepper Root Street,Kingsport,Tennessee,36.548434,-82.5618186
10000051,2613 Gloriosa Daisy Road,Spokane,Washington,47.6587802,-117.4260466
10000052,6786 Buckeye Way,Kennewick,Washington,46.2112458,-119.1372338
10000053,5824 Devils Plague Avenue,Philadelphia,Pennsylvania,39.9525839,-75.1652215
10000054,5147 White Ash Lane,Bellingham,Washington,48.74908,-122.4781473
10000055,5841 Mango Street,Visalia,California,36.3302284,-119.2920585
10000056,6643 Dyers Oak Road,La Crosse,Wisconsin,43.8013556,-91.2395807
10000057,4164 Hay Fever Weed Way,Council Bluffs,Iowa,41.2619444,-95.8608333
10000058,8060 Horsetail Milkweed Avenue,North Lauderdale,Florida,26.217305,-80.2258811
10000059,4122 Spring Cress Lane,Dallas,Texas,32.7766642,-96.7969879
10000060,1465 Potato Street,Antioch,California,38.0049214,-121.805789
10000061,2031 Carolina Horse Nettle Road,Sterling Heights,Michigan,42.5803122,-83.0302033
10000062,6010 Hogweed Way,Deerfield Beach,Florida,26.3184123,-80.0997657
10000063,2763 Common Ragweed Avenue,Fishers,Indiana,39.95675479999999,-86.01335
10000064,8131 Poorland Daisy Lane,Cheyenne,Wyoming,41.1399814,-104.8202462
10000065,6414 Devils Nose Street,Murrieta,California,33.553914299999995,-117.2139232
10000066,615 Onion Road,Lenexa,Kansas,38.9536174,-94.7335709
10000067,4340 Gilli Flower Way,Noblesville,Indiana,40.0455917,-86.0085955
10000068,3231 Pea Avenue,Southaven,Mississippi,34.9889818,-90.0125913
10000069,756 Pokeweed Lane,Chino,California,34.0122346,-117.688944
10000070,6761 Pocan Bush Street,Gaithersburg,Maryland,39.143440600000005,-77.2013705
10000071,9438 Crowfoot Road,Fountain Valley,California,33.7091847,-117.9536697
10000072,8406 Sword Ferns Way,Frederick,Maryland,39.4142688,-77.41054090000002
10000073,6391 Rose Willow Avenue,Greenville,North Carolina,35.612661,-77.3663538
10000074,1789 Sneezeweed Lane,DeKalb,Illinois,41.9294736,-88.7503647
10000075,8013 Ivy Street,West Allis,Wisconsin,43.0166806,-88.0070315
10000076,9927 Walnut Road,Thornton,Colorado,39.8680412,-104.9719243
10000077,2316 Swamp Spanish Oak Way,West Des Moines,Iowa,41.5772115,-93.711332
10000078,7640 Spiny Sow Thistle Avenue,Fall River,Massachusetts,41.7014912,-71.1550451
10000079,7192 Banana Lane,Tulare,California,36.20772879999999,-119.3473379
10000080,587 Azolla Street,Chula Vista,California,32.6400541,-117.0841955
10000081,9998 Parsley Road,Coral Springs,Florida,26.271192,-80.27060440000001
10000082,3658 Lettuce Way,Concord,North Carolina,35.4087517,-80.579511
10000083,2975 Black Birch Avenue,Smyrna,Georgia,33.883992600000006,-84.51437609999999
10000084,3235 Carrot Weed Lane,Apopka,Florida,28.6934076,-81.53221490000001
10000085,5683 Shad Blow Serviceberry Street,Grand Forks,North Dakota,47.9252568,-97.0328547
10000086,8510 Moose Maple Road,Lancaster,Ohio,39.71367539999999,-82.59932940000002
10000087,2940 Juneberry Way,Naperville,Illinois,41.7508391,-88.15353520000001
10000088,2640 Onion Avenue,Hollywood,Florida,26.0112014,-80.1494901
10000089,3529 Ash Leaved Maple Lane,Rogers,Arkansas,36.3320196,-94.1185366
10000090,9445 Houseleek Street,New Orleans,Louisiana,29.9510658,-90.0715323
10000091,227 Blue Bindweed Road,Lakewood,Washington,47.1717649,-122.518458
10000092,9348 Water Fern Way,Oak Lawn,Illinois,41.719978000000005,-87.7479528
10000093,99 Scarlet Berry Avenue,Caldwell,Idaho,43.6629384,-116.6873596
10000094,1459 Lemon Lane,Portland,Oregon,45.523062200000005,-122.6764816
10000095,5178 Haldi Street,Concord,California,37.9779776,-122.0310733
10000096,7435 Deadnettle Road,Burien,Washington,47.4703767,-122.3467918
10000097,1914 Dyers Oak Way,St. Charles,Missouri,38.7881062,-90.4974359
10000098,8540 Rock Harlequin Avenue,Waukesha,Wisconsin,43.0116784,-88.2314813
10000099,2341 Swamp Milkweed Lane,Flagstaff,Arizona,35.1982836,-111.651302
10000100,6907 Pokeroot Street,Puyallup,Washington,47.1853785,-122.29289740000002
10000101,1711 Holly Road,Schenectady,New York,42.8142432,-73.93956870000001
10000102,1646 Dye Leaves Way,Denver,Colorado,39.7392358,-104.990251
10000103,2697 Deadly Nightshade Avenue,Springfield,Illinois,39.7817213,-89.6501481
10000104,242 Common Plantain Lane,Campbell,California,37.2871651,-121.9499568
10000105,9510 Tree Tobacco Street,Moreno Valley,California,33.9424658,-117.2296717
10000106,7907 Itch Weed Road,Kettering,Ohio,39.6895036,-84.16882740000001
10000107,7439 Redbud Way,Lincoln Park,Michigan,42.2505943,-83.17853609999999
10000108,1631 Prairie Rose Avenue,Lake Havasu City,Arizona,34.483901,-114.3224548
10000109,1514 Pudina Lane,North Little Rock,Arkansas,34.769535999999995,-92.2670941
10000110,271 Bolean Birch Street,Reno,Nevada,39.5296329,-119.8138027
10000111,2792 Goose Tongue Road,Littleton,Colorado,39.613321,-105.0166498
10000112,9256 Juniper Way,Prescott,Arizona,34.540024200000005,-112.4685025
10000113,728 Trillium Avenue,Dublin,California,37.7021521,-121.9357918
10000114,2331 Common Ragweed Lane,Texarkana,Texas,33.425125,-94.0476882
10000115,5148 Inkberry Holly Street,Portland,Maine,43.661471,-70.2553259
10000116,1763 Hogweed Road,Brooklyn Park,Minnesota,45.0941315,-93.3563405
10000117,5377 Corn Sow Thistle Way,West Haven,Connecticut,41.2705484,-72.94697109999998
10000118,4879 Mesquite Avenue,El Centro,California,32.792,-115.5630514
10000119,5928 Queens Gilli Flower Lane,The Colony,Texas,33.0806083,-96.8928309
10000120,3056 White Maple Street,Flint,Michigan,43.0125274,-83.6874562
10000121,6605 Spring Cress Road,Pittsburg,California,38.027976200000005,-121.88468059999998
10000122,1943 Fern Leaf Yarrow Way,Buckeye,Arizona,33.3703197,-112.58377659999998
10000123,3647 Judas Tree Avenue,Brea,California,33.9166805,-117.9000604
10000124,6512 Soft Maple Lane,Indio,California,33.7205771,-116.2155619
10000125,3486 Lilac Street,Scottsdale,Arizona,33.494170399999994,-111.9260519
10000126,1547 Marsh Ragwort Road,Columbus,Ohio,39.9611755,-82.9987942
10000127,7051 Wind Root Way,Lancaster,Pennsylvania,40.0378755,-76.3055144
10000128,1067 Creeping Yellow Cress Avenue,Lincoln,Nebraska,40.8257625,-96.6851982
10000129,6719 Isle Of Man Cabbage Lane,Trenton,New Jersey,40.2170534,-74.74293840000001
10000130,9109 Black Maple Street,Boston,Massachusetts,42.3600825,-71.0588801
10000131,28 Bull Nettle Road,Glendora,California,34.136118700000004,-117.865339
10000132,3580 Wild Carrot Way,Rochester,Minnesota,44.0121221,-92.4801989
10000133,2050 California Walnut Avenue,Florissant,Missouri,38.789217,-90.322614
10000134,1447 Rocket Lane,Annapolis,Maryland,38.9784453,-76.4921829
10000135,6008 Peanut Street,Chapel Hill,North Carolina,35.913199600000006,-79.05584449999999
10000136,6467 Wild Black Cherry Road,Lawrence,Indiana,39.8386516,-86.0252612
10000137,7430 American White Hellebore Way,Calexico,California,32.6789476,-115.4988834
10000138,6844 Dames Gilli Flower Avenue,Calumet City,Illinois,41.6155909,-87.5294871
10000139,9199 Chigger Flower Lane,Missoula,Montana,46.8787176,-113.996586
10000140,1466 Neem Street,Clovis,California,36.8252277,-119.7029194
10000141,5662 Spanish Oak Road,Pearland,Texas,29.5635666,-95.2860474
10000142,3437 Wild Onion Way,Gilbert,Arizona,33.3528264,-111.789027
10000143,7319 Osage Avenue,Wausau,Wisconsin,44.9591352,-89.6301221
10000144,49 Trailing Bittersweet Lane,Raleigh,North Carolina,35.7795897,-78.6381787
10000145,825 Hemp Dogbane Street,Orange,California,33.7877944,-117.8531119
10000146,979 Yellow Corydalis Road,Walnut Creek,California,37.9100783,-122.0651819
10000147,4998 Tickle Weed Way,Bremerton,Washington,47.567320200000005,-122.6329356
10000148,7320 Herb Barbara Avenue,Porterville,California,36.06523,-119.0167679
10000149,9176 Golden Corydalis Lane,Marana,Arizona,32.436381,-111.2224422
10000150,3851 Hen Plant Street,Tallahassee,Florida,30.4382559,-84.2807329
10000151,2829 Champion Oak Road,Conroe,Texas,30.3118769,-95.4560512
10000152,7266 Swamp Maple Way,Blacksburg,Virginia,37.2295733,-80.4139393
10000153,8461 Olive Avenue,San Antonio,Texas,29.4241219,-98.4936282
10000154,5608 Common Tansy Lane,Hartford,Connecticut,41.7637111,-72.6850932
10000155,8011 Rose Milkweed Street,Waterloo,Iowa,42.492786,-92.3425775
10000156,3599 Wineberry Road,Binghamton,New York,42.0986867,-75.9179738
10000157,5761 Arrow Wood Way,Meridian,Idaho,43.61210870000001,-116.3915131
10000158,8047 Feverfew Avenue,Fond du Lac,Wisconsin,43.7730448,-88.44705079999999
10000159,8858 Stag Bush Lane,Baytown,Texas,29.735504700000003,-94.9774274
10000160,8639 Star Of Persia Street,Cary,North Carolina,35.791540000000005,-78.78111690000001
10000161,6646 Cotton Plant Road,Weymouth Town,Massachusetts,42.2180724,-70.94103559999999
10000162,736 Common Yarrow Way,Tulsa,Oklahoma,36.1539816,-95.992775
10000163,2995 Field Sow Thistle Avenue,Mission,Texas,26.2159066,-98.3252932
10000164,6087 Common Ragwort Lane,Cuyahoga Falls,Ohio,41.1339449,-81.48455849999999
10000165,9533 Cucumber Street,Malden,Massachusetts,42.4250964,-71.066163
10000166,3237 Black Weed Road,Allen,Texas,33.1031744,-96.6705503
10000167,8874 Bamboo Way,Tucson,Arizona,32.2217429,-110.926479
10000168,8118 Yellow Birch Avenue,Franklin,Tennessee,35.9250637,-86.86888990000001
10000169,5251 Hay Fever Weed Lane,Shakopee,Minnesota,44.79739620000001,-93.5272861
10000170,4073 Red Ink Plant Street,Jacksonville,Florida,30.3321838,-81.655651
10000171,7732 Gloriosa Daisy Road,Atlantic City,New Jersey,39.3642834,-74.4229266
10000172,8642 Tall Coneflower Way,Erie,Pennsylvania,42.1292241,-80.085059
10000173,1398 Felonwood Avenue,Merced,California,37.3021632,-120.48296770000002
10000174,4041 Thousand Leaf Lane,Abilene,Texas,32.4487364,-99.7331439
10000175,4412 Sugarcane Street,Yorba Linda,California,33.888625899999994,-117.8131125
10000176,7076 Maize Road,Greenville,South Carolina,34.8526176,-82.3940104
10000177,8781 Small Flowered Thistle Way,Huntersville,North Carolina,35.410694,-80.8428504
10000178,2177 False Box Avenue,St. Clair Shores,Michigan,42.4974085,-82.8963604
10000179,5233 Yellow Field Cress Lane,Harrisburg,Pennsylvania,40.273191100000005,-76.88670079999999
10000180,2980 Alder Street,San Buenaventura (Ventura),California,34.274646000000004,-119.22903159999998
10000181,2513 Red Deadnettle Road,Fremont,California,37.548269700000006,-121.9885719
10000182,8584 Rose Milkweed Way,Pueblo,Colorado,38.2544472,-104.6091409
10000183,4674 Brilliant Coneflower Avenue,Chelsea,Massachusetts,42.3917638,-71.03282840000001
10000184,7985 Bur Oak Lane,Belleville,Illinois,38.5200504,-89.98399350000001
10000185,9689 Wall Speedwell Street,Minneapolis,Minnesota,44.977753,-93.2650108
10000186,4366 Swamp White Oak Road,Bartlett,Tennessee,35.2045328,-89.8739753
10000187,5490 Tansy Way,Wichita Falls,Texas,33.913708500000006,-98.4933873
10000188,3626 Yellow Bark Oak Avenue,Missouri City,Texas,29.6185669,-95.5377215
10000189,536 Climbing Nightshade Lane,St. Louis,Missouri,38.6270025,-90.1994042
10000190,9800 Silkweed Street,Pharr,Texas,26.1947962,-98.1836216
10000191,4484 Isle Of Man Cabbage Road,Albuquerque,New Mexico,35.0853336,-106.6055534
10000192,3809 Speedwell Way,Athens-Clarke County,Georgia,33.9519347,-83.357567
10000193,6209 Winter Rocket Avenue,South Jordan,Utah,40.5621704,-111.929658
10000194,7013 Paper Birch Lane,North Las Vegas,Nevada,36.1988592,-115.1175013
10000195,2989 Deciduous Holly Street,Pomona,California,34.055103,-117.7499909
10000196,6054 Virginia Winterberry Road,Eastvale,California,33.952463,-117.5848025
10000197,7585 Bittersweet Way,Grove City,Ohio,39.8814519,-83.09296440000001
10000198,593 Three Leaved Coneflower Avenue,Lawrence,Kansas,38.9716689,-95.2352501
10000199,3079 Red Osier Lane,Midland,Texas,31.9973456,-102.0779146
10000200,80 Saskatoon Street,Oklahoma City,Oklahoma,35.4675602,-97.5164276
10000201,3599 English Bulls Eye Road,Oro Valley,Arizona,32.3909071,-110.96648799999998
10000202,3038 Hoary Ragwort Way,Mesa,Arizona,33.4151843,-111.8314724
10000203,7339 Wind Root Avenue,Norwalk,Connecticut,41.117744,-73.4081575
10000204,5002 Giant Ragweed Lane,Kentwood,Michigan,42.8694731,-85.6447492
10000205,8710 Gewa Bangladesh Street,Brookfield,Wisconsin,43.0605671,-88.1064787
10000206,3120 Apricot Road,Rockwall,Texas,32.9312336,-96.4597089
10000207,4932 Spotted Oak Way,Mishawaka,Indiana,41.6619927,-86.15861559999999
10000208,4920 Cucumber Avenue,Tustin,California,33.7458511,-117.826166
10000209,7158 Fennel Lane,St. Cloud,Minnesota,45.5579451,-94.1632404
10000210,7261 Evergreen Huckleberry Street,Passaic,New Jersey,40.8567662,-74.12847640000001
10000211,5651 Silky Dogwood Road,Escondido,California,33.1192068,-117.086421
10000212,1777 Rocket Cress Way,San Bruno,California,37.6304904,-122.4110835
10000213,696 Apple Avenue,Berkeley,California,37.87159260000001,-122.272747
10000214,3876 Blueberry Cornel Lane,San Clemente,California,33.4269728,-117.6119925
10000215,7359 Ragweed Street,Lawton,Oklahoma,34.6035669,-98.3959291
10000216,6104 Bristly Dewberry Road,Eau Claire,Wisconsin,44.811349,-91.4984941
10000217,5357 Corn Speedwell Way,Maricopa,Arizona,33.058106300000006,-112.0476423
10000218,6600 Common Daisy Avenue,DeSoto,Texas,32.589699800000005,-96.8570738
10000219,7181 Damask Violet Lane,Fort Wayne,Indiana,41.079273,-85.13935129999999
10000220,9294 Stag Bush Street,Shoreline,Washington,47.7556531,-122.3415178
10000221,7169 Inkberry Road,Medford,Massachusetts,42.4184296,-71.10616390000001
10000222,3322 River Birch Way,La Habra,California,33.9319578,-117.94617340000002
10000223,2259 Corydalis Avenue,Albany,New York,42.65257929999999,-73.7562317
10000224,2740 Winter Rocket Lane,Daly City,California,37.6879241,-122.47020790000002
10000225,8127 Plantain Street,Taylor,Michigan,42.240872,-83.2696509
10000226,2204 Kousa Dogwood Road,Lynchburg,Virginia,37.4137536,-79.1422464
10000227,6469 Poor Annie Way,Bowie,Maryland,39.0067768,-76.77913649999999
10000228,7650 Yellow Wood Avenue,Danbury,Connecticut,41.394817,-73.45401109999999
10000229,9412 Northern Red Oak Lane,Charlottesville,Virginia,38.0293059,-78.4766781
10000230,1887 Lace Flower Street,Coral Gables,Florida,25.72149,-80.2683838
10000231,5929 Feverfew Road,Coeur d^Alene,Idaho,47.6776832,-116.7804664
10000232,4617 Poison Flower Way,El Monte,California,34.0686206,-118.0275667
10000233,2165 Vanilla Orchid Avenue,Crystal Lake,Illinois,42.2411344,-88.3161965
10000234,6129 Pin Oak Lane,Danville,California,37.8215929,-121.9999606
10000235,6526 Spiny Leaved Sow Thistle Street,Goodyear,Arizona,33.4353394,-112.3576567
10000236,6761 California Thistle Road,Paterson,New Jersey,40.9167654,-74.171811
10000237,8256 Pink Corydalis Way,Salem,Oregon,44.9428975,-123.0350963
10000238,6406 Garlic Mustard Avenue,Kissimmee,Florida,28.291955699999995,-81.40757099999999
10000239,5042 Thimbleweed Lane,Saginaw,Michigan,43.4194699,-83.9508068
10000240,6383 Pale Corydalis Street,Brownsville,Texas,25.9017472,-97.4974838
10000241,4729 Trailing Violet Nightshade Road,Flower Mound,Texas,33.0145673,-97.0969552
10000242,7988 Blunt Leaved Milkweed Way,Grapevine,Texas,32.9342919,-97.0780654
10000243,8590 Yellow Ox Eye Daisy Avenue,Edina,Minnesota,44.889686600000005,-93.3499489
10000244,8741 Pepper Root Lane,Detroit,Michigan,42.331427000000005,-83.0457538
10000245,8704 Orange Street,Fairfield,Ohio,39.3454673,-84.56031870000001
10000246,8454 Swallow Wort Road,Mansfield,Texas,32.5631924,-97.1416768
10000247,3698 Polecat Weed Way,Rochester,New York,43.16103,-77.61092190000001
10000248,5424 Boston Fern Or Sword Fern Avenue,Birmingham,Alabama,33.5206608,-86.80249
10000249,8405 Swamp Maple Lane,Austin,Texas,30.267153000000004,-97.7430608
10000250,2118 Cart Track Plant Street,Santa Barbara,California,34.4208305,-119.6981901
10000251,2603 Thyme Road,Addison,Illinois,41.931696,-87.9889556
10000252,1276 Juniper Way,Rio Rancho,New Mexico,35.2327544,-106.6630437
10000253,8201 Poorland Daisy Avenue,Normal,Illinois,40.5142026,-88.99063120000001
10000254,6541 English Oak Lane,Romeoville,Illinois,41.6475306,-88.0895061
10000255,2333 Devils Bite Street,Coon Rapids,Minnesota,45.1732394,-93.3030063
10000256,7461 Climbing Nightshade Road,San Mateo,California,37.562991700000005,-122.3255254
10000257,9033 California Buckeye Way,Orlando,Florida,28.5383355,-81.3792365
10000258,7241 Scrambled Eggs Avenue,Casper,Wyoming,42.866632,-106.313081
10000259,8944 Algerian Oak Quercus Lane,Bedford,Texas,32.844017,-97.1430671
10000260,777 Cancer Jalap Street,Wilmington,North Carolina,34.2257255,-77.9447102
10000261,4590 Wall Speedwell Road,Pinellas Park,Florida,27.8428025,-82.6995443
10000262,3249 Clove Way,North Miami Beach,Florida,25.9331488,-80.1625463
10000263,8633 Screw Bean Mesquite Avenue,Kansas City,Kansas,39.114053000000006,-94.6274636
10000264,1778 Moose Maple Lane,Fitchburg,Massachusetts,42.5834228,-71.8022955
10000265,4546 Small Flowered Thistle Street,Wheeling,Illinois,42.1391927,-87.92895909999999
10000266,6716 Boston Fern Or Sword Fern Road,Newton,Massachusetts,42.3370413,-71.2092214
10000267,9259 Blunt Leaved Milkweed Way,North Miami,Florida,25.8900949,-80.18671379999999
10000268,60 Brittle Bush Avenue,Norwich,Connecticut,41.5242649,-72.07591049999999
10000269,3897 Climbing Nightshade Lane,Newark,New Jersey,40.735657,-74.1723667
10000270,2570 Hairy Bittercress Street,Alexandria,Louisiana,31.3112936,-92.4451371
10000271,8041 Green Ash Road,Blaine,Minnesota,45.1607987,-93.2349489
10000272,7841 Rheumatism Root Way,Harlingen,Texas,26.1906306,-97.6961026
10000273,968 Catalina Ironwood Avenue,Lompoc,California,34.6391501,-120.4579409
10000274,9563 Common Milkweed Lane,Denton,Texas,33.2148412,-97.1330683
10000275,5225 Giant Onion Street,Galveston,Texas,29.3013479,-94.7976958
10000276,7531 Sweet Potato Road,Greenwood,Indiana,39.6136578,-86.10665259999999
10000277,4700 Felonwood Way,Salinas,California,36.6777372,-121.6555013
10000278,2519 Queen Annes Lace Avenue,Miami Gardens,Florida,25.9420377,-80.2456045
10000279,2357 Spring Cress Lane,Huntington,West Virginia,38.41924960000001,-82.445154
10000280,8721 Red Birch Street,Laredo,Texas,27.530567100000003,-99.4803241
10000281,771 Red Deadnettle Road,Melbourne,Florida,28.0836269,-80.6081089
10000282,6688 Cursed Thistle Way,Haltom City,Texas,32.799573800000005,-97.2691817
10000283,2624 Swamp Holly Avenue,Palm Bay,Florida,28.03446210000001,-80.5886646
10000284,7638 Indian Arrow Wood Lane,Wilson,North Carolina,35.7212689,-77.91553950000001
10000285,771 American White Hellebore Street,Bountiful,Utah,40.8893895,-111.880771
10000286,7930 Kinnikinnik Road,Ceres,California,37.5949316,-120.9577098
10000287,3878 Crows Toes Way,Parma,Ohio,41.404774200000006,-81.72290859999998
10000288,4512 Red Ink Plant Avenue,Rapid City,South Dakota,44.0805434,-103.2310149
10000289,3464 Yellow Birch Lane,Bell Gardens,California,33.9652918,-118.1514588
10000290,398 Inkberry Street,Commerce City,Colorado,39.8083196,-104.9338675
10000291,9969 Mosquito Fern Road,Springfield,Massachusetts,42.1014831,-72.589811
10000292,2844 Pistachio Way,Fort Collins,Colorado,40.5852602,-105.084423
10000293,9015 Colic Weed Avenue,San Leandro,California,37.7249296,-122.1560768
10000294,2207 Itch Weed Lane,Vista,California,33.2000368,-117.2425355
10000295,6938 Thousand Leaf Street,Yonkers,New York,40.9312099,-73.8987469
10000296,7415 Wild Rose Road,Cincinnati,Ohio,39.1031182,-84.5120196
10000297,7355 Canyon Live Oak Way,Hagerstown,Maryland,39.6417629,-77.7199932
10000298,939 Sunflower Avenue,Sanford,Florida,28.802861199999995,-81.269453
10000299,1018 Whiskey Cherry Lane,Union City,New Jersey,40.6975898,-74.2631635
10000300,6758 Carolina Azolla Street,Toledo,Ohio,41.6639383,-83.555212
10000301,3091 Virginia Virgins Bower Road,Sierra Vista,Arizona,31.5455001,-110.27728559999998
10000302,8116 Tulsi Way,Newport News,Virginia,37.0870821,-76.4730122
10000303,8339 Cabbage Avenue,Hammond,Indiana,41.5833688,-87.5000412
10000304,9678 Giant Onion Lane,Buffalo Grove,Illinois,42.1662831,-87.9631308
10000305,107 Spring Cress Street,Sugar Land,Texas,29.6196787,-95.6349463
10000306,5126 Bindweed Road,Huntsville,Alabama,34.730368799999994,-86.5861037
10000307,3428 Apple Way,Lodi,California,38.1341477,-121.2722194
10000308,5905 Buckeye Avenue,Edmonds,Washington,47.8106521,-122.3773552
10000309,2524 Tulip Lane,Duncanville,Texas,32.6518004,-96.9083366
10000310,4274 California Bay Street,Rocky Mount,North Carolina,35.938210299999994,-77.7905339
10000311,9899 Tulsi Road,Pontiac,Michigan,42.6389216,-83.2910468
10000312,5461 Pepper Root Way,National City,California,32.6781085,-117.0991967
10000313,5752 Devils Bite Avenue,Hayward,California,37.6688205,-122.0807964
10000314,6774 Henbit Deadnettle Lane,Niagara Falls,New York,43.0962143,-79.03773879999999
10000315,7209 Banana Street,Sparks,Nevada,39.5349112,-119.7526886
10000316,540 Swamp Hellebore Road,Hanford,California,36.3274502,-119.6456844
10000317,9779 Western Redbud Way,Cypress,California,33.8169599,-118.0372852
10000318,2 Devils Nose Avenue,Youngstown,Ohio,41.0997803,-80.6495194
10000319,789 Summer Lilac Lane,Madison,Alabama,34.6992579,-86.7483318
10000320,2423 Orange Street,Redlands,California,34.055569299999995,-117.1825381
10000321,763 Fair Maid Of France Road,Cape Girardeau,Missouri,37.3058839,-89.51814759999999
10000322,3607 Juneberry Way,Nampa,Idaho,43.5407172,-116.5634624
10000323,5792 Polecat Weed Avenue,Washington,District of Columbia,38.9071923,-77.03687070000001
10000324,4318 Multiflora Rose Lane,Wheaton,Illinois,41.8661403,-88.1070127
10000325,5546 Swamp Dewberry Street,Lancaster,Texas,32.5920798,-96.7561082
10000326,4497 Yellow Fume Wort Road,Rialto,California,34.1064001,-117.3703235
10000327,5151 Korean Rock Fern Way,Fargo,North Dakota,46.8771863,-96.7898034
10000328,1885 Marsh Ragwort Avenue,Peoria,Illinois,40.6936488,-89.58898640000001
10000329,5949 Mahogany Birch Lane,Omaha,Nebraska,41.25236339999999,-95.9979883
10000330,7689 Holly Street,Rancho Santa Margarita,California,33.640855,-117.603104
10000331,5233 Japanese Flowering Dogwood Road,Manhattan,Kansas,39.1836082,-96.5716694
10000332,4964 Carolina Horse Nettle Way,Palm Springs,California,33.8302961,-116.54529209999998
10000333,357 Horsetail Milkweed Avenue,San Diego,California,32.715738,-117.1610838
10000334,901 Birch Lane,Santa Rosa,California,38.440429,-122.7140548
10000335,9856 Spiny Leaved Sow Thistle Street,Lowell,Massachusetts,42.633424700000006,-71.3161718
10000336,907 Catalina Ironwood Road,Broken Arrow,Oklahoma,36.060949,-95.7974526
10000337,7127 Red Osier Way,Kent,Washington,47.380933500000005,-122.2348431
10000338,4375 Cabinet Cherry Avenue,Nashville,Tennessee,36.1626638,-86.78160159999999
